Ensembl.ID	Gene.Symbol	GNF.GeneAtlas.Specificity
ENSMUSG00000036545	Adamts2	TRE
ENSMUSG00000036551	Akap14	TRE
ENSMUSG00000036553	Sh3tc1	TRE
ENSMUSG00000036555	Iqce	TRE
ENSMUSG00000036557	1700011E24Rik	TRE
ENSMUSG00000036560	Lgi4	TRE
ENSMUSG00000036561	Ppp6r2	TRE
ENSMUSG00000036586	Grifin	TRE
ENSMUSG00000036587	Fut7	TRE
ENSMUSG00000036634	Mag	TRE
ENSMUSG00000036639	Nudt1	TRE
ENSMUSG00000036655	Colec11	TRE
ENSMUSG00000036661	Dennd3	TRE
ENSMUSG00000036687	Tmem184a	TRE
ENSMUSG00000036721	Zscan12	TRE
ENSMUSG00000036731	2310002J15Rik	TRE
ENSMUSG00000036743	Psma8	TRE
ENSMUSG00000036745	Ttll7	TRE
ENSMUSG00000036764	Dnajc12	TRE
ENSMUSG00000036775	Decr2	TRE
ENSMUSG00000036800	Fam135b	TRE
ENSMUSG00000036814	Slc6a20a	TRE
ENSMUSG00000036815	Dpp10	TRE
ENSMUSG00000036832	Lpar3	TRE
ENSMUSG00000036834	Plch1	TRE
ENSMUSG00000036853	Mcoln3	TRE
ENSMUSG00000036856	Wnt4	TRE
ENSMUSG00000036862	Dchs1	TRE
ENSMUSG00000036867	Smad6	TRE
ENSMUSG00000036872	Abcc12	TRE
ENSMUSG00000036882	Arhgap33	TRE
ENSMUSG00000036896	C1qc	TRE
ENSMUSG00000036902	Neto2	TRE
ENSMUSG00000036904	Fzd8	TRE
ENSMUSG00000036907	C1ql2	TRE
ENSMUSG00000036908	Unc93b1	TRE
ENSMUSG00000036913	Trim67	TRE
ENSMUSG00000036923	Stox1	TRE
ENSMUSG00000036924	Cst13	TRE
ENSMUSG00000036928	Stag3	TRE
ENSMUSG00000036931	Nfkbid	TRE
ENSMUSG00000036938	Try5	TRE
ENSMUSG00000036949	Slc39a12	TRE
ENSMUSG00000036962	Gm101	TRE
ENSMUSG00000036972	Zic4	TRE
ENSMUSG00000036986	Pml	TRE
ENSMUSG00000036989	Trim3	TRE
ENSMUSG00000037001	Zfp39	TRE
ENSMUSG00000037005	Xpnpep2	TRE
ENSMUSG00000037016	Frem2	TRE
ENSMUSG00000037020	Wdr62	TRE
ENSMUSG00000037025	Foxa2	TRE
ENSMUSG00000037029	Zfp146	TRE
ENSMUSG00000037033	Clca4	TRE
ENSMUSG00000037035	Inhbb	TRE
ENSMUSG00000037060	Prkcdbp	TRE
ENSMUSG00000037098	Rab11fip3	TRE
ENSMUSG00000037101	Ttc29	TRE
ENSMUSG00000037103	Dcaf15	TRE
ENSMUSG00000037106	Fer1l6	TRE
ENSMUSG00000037112	Sik2	TRE
ENSMUSG00000037126	Psd	TRE
ENSMUSG00000037139	Myom3	TRE
ENSMUSG00000037143	4930529M08Rik	TRE
ENSMUSG00000037148	Arhgap10	TRE
ENSMUSG00000037151	Lrrc20	TRE
ENSMUSG00000037169	Mycn	TRE
ENSMUSG00000037185	Krt80	TRE
ENSMUSG00000037188	Grhl3	TRE
ENSMUSG00000037196	Pacrg	TRE
ENSMUSG00000037202	Prf1	TRE
ENSMUSG00000037216	Lipt1	TRE
ENSMUSG00000037217	Syn1	TRE
ENSMUSG00000037224	Zfyve28	TRE
ENSMUSG00000037225	Fgf2	TRE
ENSMUSG00000037239	Spred3	TRE
ENSMUSG00000037259	6330439K17Rik	TRE
ENSMUSG00000037275	Gemin5	TRE
ENSMUSG00000037278	Tmem97	TRE
ENSMUSG00000037279	Ovol2	TRE
ENSMUSG00000037307	Banf2	TRE
ENSMUSG00000037315	Phf16	TRE
ENSMUSG00000037318	Traf3ip3	TRE
ENSMUSG00000037325	Bbs7	TRE
ENSMUSG00000037336	Mfsd2b	TRE
ENSMUSG00000037337	Map4k1	TRE
ENSMUSG00000037346	Hrh4	TRE
ENSMUSG00000037347	Chst7	TRE
ENSMUSG00000037353	Letmd1	TRE
ENSMUSG00000037362	Nov	TRE
ENSMUSG00000037363	Letm2	TRE
ENSMUSG00000037370	Enpp1	TRE
ENSMUSG00000037375	Hhat	TRE
ENSMUSG00000037379	Spon2	TRE
ENSMUSG00000037390	Muc3	TRE
ENSMUSG00000037406	Htra4	TRE
ENSMUSG00000037408	Cnnm4	TRE
ENSMUSG00000037411	Serpine1	TRE
ENSMUSG00000037418	Best1	TRE
ENSMUSG00000037428	Vgf	TRE
ENSMUSG00000037437	Adam32	TRE
ENSMUSG00000037446	Tulp1	TRE
ENSMUSG00000037447	Arid5a	TRE
ENSMUSG00000037463	Fbxo27	TRE
ENSMUSG00000037474	Dtl	TRE
ENSMUSG00000037492	Zmat4	TRE
ENSMUSG00000037493	Cib2	TRE
ENSMUSG00000037541	Shank2	TRE
ENSMUSG00000037542	Aldh8a1	TRE
ENSMUSG00000037544	Dlgap5	TRE
ENSMUSG00000037548	H2-DMb2	TRE
ENSMUSG00000037568	Vash2	TRE
ENSMUSG00000037572	Wdhd1	TRE
ENSMUSG00000037577	Ephx3	TRE
ENSMUSG00000037578	Pkd2l1	TRE
ENSMUSG00000037579	Kcnh3	TRE
ENSMUSG00000037580	Gch1	TRE
ENSMUSG00000037593	BC030499	TRE
ENSMUSG00000037594	BC022687	TRE
ENSMUSG00000037605	Lphn3	TRE
ENSMUSG00000037610	Kcnmb2	TRE
ENSMUSG00000037613	Tnfrsf23	TRE
ENSMUSG00000037617	Spag1	TRE
ENSMUSG00000037621	Atoh8	TRE
ENSMUSG00000037622	Wdtc1	TRE
ENSMUSG00000037624	Kcnk2	TRE
ENSMUSG00000037625	Cldn11	TRE
ENSMUSG00000037628	Cdkn3	TRE
ENSMUSG00000037649	H2-DMa	TRE
ENSMUSG00000037653	Kctd8	TRE
ENSMUSG00000037661	Gpr160	TRE
ENSMUSG00000037683	Armc3	TRE
ENSMUSG00000037686	Aspg	TRE
ENSMUSG00000037692	Ahdc1	TRE
ENSMUSG00000037697	Ddhd1	TRE
ENSMUSG00000037703	Prosapip1	TRE
ENSMUSG00000037708	BC061194	TRE
ENSMUSG00000037716	Ccdc33	TRE
ENSMUSG00000037731	BC013712	TRE
ENSMUSG00000037737	Arpm1	TRE
ENSMUSG00000037747	Phyhipl	TRE
ENSMUSG00000037752	Xkr8	TRE
ENSMUSG00000037762	Slc16a9	TRE
ENSMUSG00000037771	Slc32a1	TRE
ENSMUSG00000037797	Adh4	TRE
ENSMUSG00000037801	Iqch	TRE
ENSMUSG00000037846	Rtkn2	TRE
ENSMUSG00000037847	BC016495	TRE
ENSMUSG00000037855	Zfp365	TRE
ENSMUSG00000037860	Aim2	TRE
ENSMUSG00000037884	1700017G19Rik	TRE
ENSMUSG00000037885	Stk35	TRE
ENSMUSG00000037904	Ankrd9	TRE
ENSMUSG00000037907	Ankrd13b	TRE
ENSMUSG00000037922	Bank1	TRE
ENSMUSG00000037940	Inpp4b	TRE
ENSMUSG00000037942	Crp	TRE
ENSMUSG00000037944	Ccr7	TRE
ENSMUSG00000037979	Ccdc92	TRE
ENSMUSG00000037990	Sh3rf3	TRE
ENSMUSG00000037994	Nhedc2	TRE
ENSMUSG00000037995	Igsf9	TRE
ENSMUSG00000037996	Slc24a2	TRE
ENSMUSG00000038007	Acer2	TRE
ENSMUSG00000038009	Dnajc22	TRE
ENSMUSG00000038022	Fam188b	TRE
ENSMUSG00000038026	Kcnj9	TRE
ENSMUSG00000038037	Socs1	TRE
ENSMUSG00000038042	Ptpdc1	TRE
ENSMUSG00000038072	Galnt11	TRE
ENSMUSG00000038074	Fkbp14	TRE
ENSMUSG00000038119	Cdon	TRE
ENSMUSG00000038128	Camk4	TRE
ENSMUSG00000038132	Rbm24	TRE
ENSMUSG00000038135	Crygn	TRE
ENSMUSG00000038148	Cldn16	TRE
ENSMUSG00000038152	5033430I15Rik	TRE
ENSMUSG00000038168	Leprel1	TRE
ENSMUSG00000038173	Enpp6	TRE
ENSMUSG00000038179	Slamf7	TRE
ENSMUSG00000038180	Spag4	TRE
ENSMUSG00000038181	Chpf2	TRE
ENSMUSG00000038195	Rilp	TRE
ENSMUSG00000038201	Kcna7	TRE
ENSMUSG00000038217	Tlcd2	TRE
ENSMUSG00000038224	Serpinf2	TRE
ENSMUSG00000038241	Cep250	TRE
ENSMUSG00000038242	Aox4	TRE
ENSMUSG00000038246	Fam50b	TRE
ENSMUSG00000038248	Sobp	TRE
ENSMUSG00000038256	Bcl9	TRE
ENSMUSG00000038276	Accn3	TRE
ENSMUSG00000038295	Atg9b	TRE
ENSMUSG00000038298	Pdzk1	TRE
ENSMUSG00000038302	Lace1	TRE
ENSMUSG00000038304	Cd160	TRE
ENSMUSG00000038347	Tcte2	TRE
ENSMUSG00000038351	Sgsm2	TRE
ENSMUSG00000038357	Camp	TRE
ENSMUSG00000038370	Pcp4l1	TRE
ENSMUSG00000038390	Gpr162	TRE
ENSMUSG00000038415	Foxq1	TRE
ENSMUSG00000038421	Fcrla	TRE
ENSMUSG00000038422	Hdhd3	TRE
ENSMUSG00000038453	Srcin1	TRE
ENSMUSG00000038463	Olfml2b	TRE
ENSMUSG00000038473	Nos1ap	TRE
ENSMUSG00000038486	Sv2a	TRE
ENSMUSG00000038496	Slc19a3	TRE
ENSMUSG00000038508	Gdf15	TRE
ENSMUSG00000038517	Tbkbp1	TRE
ENSMUSG00000038522	AI317395	TRE
ENSMUSG00000038523	1700003F12Rik	TRE
ENSMUSG00000038526	Car14	TRE
ENSMUSG00000038530	Rgs4	TRE
ENSMUSG00000038555	Reep2	TRE
ENSMUSG00000038560	Sp6	TRE
ENSMUSG00000038564	Ift172	TRE
ENSMUSG00000038569	Rad9b	TRE
ENSMUSG00000038570	Fam154b	TRE
ENSMUSG00000038578	Susd1	TRE
ENSMUSG00000038580	Sct	TRE
ENSMUSG00000038583	Pln	TRE
ENSMUSG00000038600	Atp6v0a4	TRE
ENSMUSG00000038602	Slc35f1	TRE
ENSMUSG00000038637	Lrrc56	TRE
ENSMUSG00000038641	Akr1d1	TRE
ENSMUSG00000038663	Fsd2	TRE
ENSMUSG00000038665	Dgki	TRE
ENSMUSG00000038670	Mybpc2	TRE
ENSMUSG00000038700	Hoxb5	TRE
ENSMUSG00000038721	Hoxb7	TRE
ENSMUSG00000038732	Mboat1	TRE
ENSMUSG00000038742	Angptl6	TRE
ENSMUSG00000038751	Ptk6	TRE
ENSMUSG00000038756	Ttll6	TRE
ENSMUSG00000038760	Trhr	TRE
ENSMUSG00000038763	Alpk3	TRE
ENSMUSG00000038775	Vill	TRE
ENSMUSG00000038777	Sema6c	TRE
ENSMUSG00000038782	1700028J19Rik	TRE
ENSMUSG00000038805	Six3	TRE
ENSMUSG00000038811	Gngt2	TRE
ENSMUSG00000038836	Agbl3	TRE
ENSMUSG00000038860	Garnl3	TRE
ENSMUSG00000038895	Zfp653	TRE
ENSMUSG00000038932	Tcfl5	TRE
ENSMUSG00000038936	Sccpdh	TRE
ENSMUSG00000038973	Cldnd2	TRE
ENSMUSG00000038984	Tspyl5	TRE
ENSMUSG00000038987	1700019L03Rik	TRE
ENSMUSG00000039004	Bmp6	TRE
ENSMUSG00000039005	Tlr4	TRE
ENSMUSG00000039013	Siglec5	TRE
ENSMUSG00000039021	Ttc16	TRE
ENSMUSG00000039032	Tsga13	TRE
ENSMUSG00000039037	St6galnac5	TRE
ENSMUSG00000039055	Eme1	TRE
ENSMUSG00000039057	Myo16	TRE
ENSMUSG00000039058	Ak5	TRE
ENSMUSG00000039062	Anpep	TRE
ENSMUSG00000039084	Chad	TRE
ENSMUSG00000039086	Ss18l1	TRE
ENSMUSG00000039092	Sptlc3	TRE
ENSMUSG00000039110	Mycbpap	TRE
ENSMUSG00000039126	Prune2	TRE
ENSMUSG00000039131	Gipc2	TRE
ENSMUSG00000039137	Whrn	TRE
ENSMUSG00000039154	Shd	TRE
ENSMUSG00000039158	Akna	TRE
ENSMUSG00000039164	Naif1	TRE
ENSMUSG00000039179	Tekt5	TRE
ENSMUSG00000039194	Rlbp1	TRE
ENSMUSG00000039200	Atf7ip2	TRE
ENSMUSG00000039209	Rpl39l	TRE
ENSMUSG00000039246	Lyplal1	TRE
ENSMUSG00000039254	Pomt1	TRE
ENSMUSG00000039257	Vstm2b	TRE
ENSMUSG00000039264	Gimap3	TRE
ENSMUSG00000039296	Spdyb	TRE
ENSMUSG00000039308	Ndst2	TRE
ENSMUSG00000039315	Clnk	TRE
ENSMUSG00000039328	Rnf122	TRE
ENSMUSG00000039335	Spata16	TRE
ENSMUSG00000039345	Mettl22	TRE
ENSMUSG00000039376	Synpo2l	TRE
ENSMUSG00000039384	Dusp10	TRE
ENSMUSG00000039385	Cdh6	TRE
ENSMUSG00000039391	Ccdc81	TRE
ENSMUSG00000039396	Neil3	TRE
ENSMUSG00000039410	Prdm16	TRE
ENSMUSG00000039438	Ttc36	TRE
ENSMUSG00000039452	Snx22	TRE
ENSMUSG00000039462	Col10a1	TRE
ENSMUSG00000039463	Slc9a8	TRE
ENSMUSG00000039470	Zdhhc2	TRE
ENSMUSG00000039476	Prrx2	TRE
ENSMUSG00000039497	Dse	TRE
ENSMUSG00000039519	Cyp7b1	TRE
ENSMUSG00000039555	Cylc2	TRE
ENSMUSG00000039577	Nphp4	TRE
ENSMUSG00000039579	Grin3a	TRE
ENSMUSG00000039585	Myo9a	TRE
ENSMUSG00000039616	Mocos	TRE
ENSMUSG00000039620	6430573F11Rik	TRE
ENSMUSG00000039629	Fam40b	TRE
ENSMUSG00000039634	Zfp189	TRE
ENSMUSG00000039660	D2Wsu81e	TRE
ENSMUSG00000039662	Icmt	TRE
ENSMUSG00000039670	1810049H13Rik	TRE
ENSMUSG00000039676	Capsl	TRE
ENSMUSG00000039686	Zer1	TRE
ENSMUSG00000039691	Tspan10	TRE
ENSMUSG00000039693	5730528L13Rik	TRE
ENSMUSG00000039699	Batf2	TRE
ENSMUSG00000039706	Ldb2	TRE
ENSMUSG00000039713	Plekhg5	TRE
ENSMUSG00000039714	Cplx3	TRE
ENSMUSG00000039715	Wdr34	TRE
ENSMUSG00000039716	Dock3	TRE
ENSMUSG00000039717	Ralyl	TRE
ENSMUSG00000039720	Got1l1	TRE
ENSMUSG00000039728	Slc6a5	TRE
ENSMUSG00000039738	Slx4	TRE
ENSMUSG00000039742	Fam71f1	TRE
ENSMUSG00000039748	Exo1	TRE
ENSMUSG00000039760	Il22ra2	TRE
ENSMUSG00000039763	Dnajc28	TRE
ENSMUSG00000039765	Cc2d2a	TRE
ENSMUSG00000039774	Galnt12	TRE
ENSMUSG00000039781	Azi1	TRE
ENSMUSG00000039783	Kmo	TRE
ENSMUSG00000039787	Cercam	TRE
ENSMUSG00000039830	Olig2	TRE
ENSMUSG00000039842	Mcph1	TRE
ENSMUSG00000039860	Srrm3	TRE
ENSMUSG00000039873	Neurl2	TRE
ENSMUSG00000039878	Slc39a5	TRE
ENSMUSG00000039883	Lrrc17	TRE
ENSMUSG00000039891	Txlnb	TRE
ENSMUSG00000039903	4931408A02Rik	TRE
ENSMUSG00000039908	Slc26a11	TRE
ENSMUSG00000039913	Pak7	TRE
ENSMUSG00000039914	Coq10a	TRE
ENSMUSG00000039917	Rhbdd2	TRE
ENSMUSG00000039929	Urb1	TRE
ENSMUSG00000039934	Pion	TRE
ENSMUSG00000039936	Pik3cd	TRE
ENSMUSG00000039958	4833442J19Rik	TRE
ENSMUSG00000039963	Ccdc40	TRE
ENSMUSG00000039977	Ccdc67	TRE
ENSMUSG00000039981	Zc3h12d	TRE
ENSMUSG00000039982	Dtx4	TRE
ENSMUSG00000040003	Magi2	TRE
ENSMUSG00000040026	Saa3	TRE
ENSMUSG00000040034	Nup43	TRE
ENSMUSG00000040035	Disp2	TRE
ENSMUSG00000040037	Negr1	TRE
ENSMUSG00000040040	Ift88	TRE
ENSMUSG00000040046	Tph1	TRE
ENSMUSG00000040055	Gjb6	TRE
ENSMUSG00000040086	Tnni3k	TRE
ENSMUSG00000040121	Rep15	TRE
ENSMUSG00000040133	Gpr176	TRE
ENSMUSG00000040136	Abcc8	TRE
ENSMUSG00000040146	Rgl3	TRE
ENSMUSG00000040154	Wfdc5	TRE
ENSMUSG00000040170	Fmo2	TRE
ENSMUSG00000040183	Ankrd6	TRE
ENSMUSG00000040187	Arntl2	TRE
ENSMUSG00000040195	Tmem194	TRE
ENSMUSG00000040213	Ccbl2	TRE
ENSMUSG00000040219	Ttc12	TRE
ENSMUSG00000040220	Gas8	TRE
ENSMUSG00000040229	Gpr34	TRE
ENSMUSG00000040231	Syngr4	TRE
ENSMUSG00000040247	Tbc1d10c	TRE
ENSMUSG00000040254	Sema3d	TRE
ENSMUSG00000040260	Daam2	TRE
ENSMUSG00000040265	Dnm3	TRE
ENSMUSG00000040276	Pacsin1	TRE
ENSMUSG00000040283	Btnl9	TRE
ENSMUSG00000040287	Stac3	TRE
ENSMUSG00000040289	Hey1	TRE
ENSMUSG00000040312	Cchcr1	TRE
ENSMUSG00000040329	Il7	TRE
ENSMUSG00000040340	1700019B03Rik	TRE
ENSMUSG00000040350	Trim7	TRE
ENSMUSG00000040364	Sec1	TRE
ENSMUSG00000040380	Cbln3	TRE
ENSMUSG00000040387	Klhl32	TRE
ENSMUSG00000040405	Havcr1	TRE
ENSMUSG00000040413	Timd2	TRE
ENSMUSG00000040428	Plekha4	TRE
ENSMUSG00000040429	Mterf	TRE
ENSMUSG00000040434	Gyltl1b	TRE
ENSMUSG00000040467	4921522P10Rik	TRE
ENSMUSG00000040473	A330021E22Rik	TRE
ENSMUSG00000040489	Sox30	TRE
ENSMUSG00000040498	2210010C17Rik	TRE
ENSMUSG00000040511	Pvr	TRE
ENSMUSG00000040522	Tlr8	TRE
ENSMUSG00000040528	Gm885	TRE
ENSMUSG00000040536	Necab1	TRE
ENSMUSG00000040537	Adam22	TRE
ENSMUSG00000040543	Pitpnm3	TRE
ENSMUSG00000040552	C3ar1	TRE
ENSMUSG00000040557	Wbscr27	TRE
ENSMUSG00000040563	BC018242	TRE
ENSMUSG00000040564	Apoc1	TRE
ENSMUSG00000040569	Slc26a7	TRE
ENSMUSG00000040584	Abcb1a	TRE
ENSMUSG00000040592	Cd79b	TRE
ENSMUSG00000040594	Ranbp17	TRE
ENSMUSG00000040600	Eps8l3	TRE
ENSMUSG00000040605	Bace2	TRE
ENSMUSG00000040606	Kazn	TRE
ENSMUSG00000040612	Ildr2	TRE
ENSMUSG00000040631	Dok4	TRE
ENSMUSG00000040632	Nrl	TRE
ENSMUSG00000040640	Erc2	TRE
ENSMUSG00000040649	Rimklb	TRE
ENSMUSG00000040653	Ppp1r14c	TRE
ENSMUSG00000040663	Clcf1	TRE
ENSMUSG00000040666	Sh3bgr	TRE
ENSMUSG00000040694	Apobec2	TRE
ENSMUSG00000040711	Sh3pxd2b	TRE
ENSMUSG00000040712	Camta2	TRE
ENSMUSG00000040722	Scamp5	TRE
ENSMUSG00000040724	Kcna2	TRE
ENSMUSG00000040729	AK129341	TRE
ENSMUSG00000040732	Erg	TRE
ENSMUSG00000040740	Slc25a34	TRE
ENSMUSG00000040751	Lat2	TRE
ENSMUSG00000040794	C1qtnf4	TRE
ENSMUSG00000040797	Iqsec3	TRE
ENSMUSG00000040809	Chi3l3	TRE
ENSMUSG00000040820	Hlcs	TRE
ENSMUSG00000040828	Tmem146	TRE
ENSMUSG00000040829	Zmynd15	TRE
ENSMUSG00000040852	Plekhh2	TRE
ENSMUSG00000040856	Dlk1	TRE
ENSMUSG00000040857	Erf	TRE
ENSMUSG00000040860	Crocc	TRE
ENSMUSG00000040866	Rsph6a	TRE
ENSMUSG00000040875	Osbpl10	TRE
ENSMUSG00000040891	Foxa3	TRE
ENSMUSG00000040899	Ccr6	TRE
ENSMUSG00000040907	Atp1a3	TRE
ENSMUSG00000040918	Slc19a2	TRE
ENSMUSG00000040919	4930505A04Rik	TRE
ENSMUSG00000040935	Padi6	TRE
ENSMUSG00000040936	Ulk4	TRE
ENSMUSG00000040940	Arhgef1	TRE
ENSMUSG00000040963	Asgr2	TRE
ENSMUSG00000040972	Igsf21	TRE
ENSMUSG00000040978	Gm11992	TRE
ENSMUSG00000041000	Trim62	TRE
ENSMUSG00000041014	Nrg3	TRE
ENSMUSG00000041020	Mtap7d2	TRE
ENSMUSG00000041025	Iffo2	TRE
ENSMUSG00000041044	Lrit1	TRE
ENSMUSG00000041046	Ramp3	TRE
ENSMUSG00000041052	Slc7a13	TRE
ENSMUSG00000041064	Pif1	TRE
ENSMUSG00000041073	Nacad	TRE
ENSMUSG00000041078	Grid1	TRE
ENSMUSG00000041079	Rwdd2b	TRE
ENSMUSG00000041096	Tspyl2	TRE
ENSMUSG00000041115	Iqsec2	TRE
ENSMUSG00000041117	Ccdc8	TRE
ENSMUSG00000041119	Pde9a	TRE
ENSMUSG00000041120	Nbl1	TRE
ENSMUSG00000041134	Cyyr1	TRE
ENSMUSG00000041135	Ripk2	TRE
ENSMUSG00000041138	Txndc3	TRE
ENSMUSG00000041144	Dnahc7b	TRE
ENSMUSG00000041147	Brca2	TRE
ENSMUSG00000041161	Otud3	TRE
ENSMUSG00000041165	Spem1	TRE
ENSMUSG00000041180	Hectd2	TRE
ENSMUSG00000041187	Prkd2	TRE
ENSMUSG00000041189	Chrnb1	TRE
ENSMUSG00000041193	Pla2g5	TRE
ENSMUSG00000041199	Rpusd1	TRE
ENSMUSG00000041202	Pla2g2d	TRE
ENSMUSG00000041261	Car8	TRE
ENSMUSG00000041301	Cftr	TRE
ENSMUSG00000041323	Ak7	TRE
ENSMUSG00000041324	Inhba	TRE
ENSMUSG00000041329	Atp1b2	TRE
ENSMUSG00000041343	Ankrd42	TRE
ENSMUSG00000041346	Wrap53	TRE
ENSMUSG00000041361	Myzap	TRE
ENSMUSG00000041378	Cldn5	TRE
ENSMUSG00000041380	Htr2c	TRE
ENSMUSG00000041406	BC055324	TRE
ENSMUSG00000041460	Cacna2d4	TRE
ENSMUSG00000041471	Fam35a	TRE
ENSMUSG00000041477	Dcp1b	TRE
ENSMUSG00000041482	Fam38b	TRE
ENSMUSG00000041538	H2-Ob	TRE
ENSMUSG00000041540	Sox5	TRE
ENSMUSG00000041556	Fbxo2	TRE
ENSMUSG00000041567	Serpina12	TRE
ENSMUSG00000041605	5730559C18Rik	TRE
ENSMUSG00000041617	Ccdc74a	TRE
ENSMUSG00000041623	D11Wsu47e	TRE
ENSMUSG00000041625	A2ld1	TRE
ENSMUSG00000041653	Pnpla3	TRE
ENSMUSG00000041670	Rims1	TRE
ENSMUSG00000041673	Lrrc18	TRE
ENSMUSG00000041696	Rasl12	TRE
ENSMUSG00000041703	Zic5	TRE
ENSMUSG00000041707	1810011H11Rik	TRE
ENSMUSG00000041710	Trpc5	TRE
ENSMUSG00000041729	Coro2b	TRE
ENSMUSG00000041754	Trem3	TRE
ENSMUSG00000041771	Slc24a4	TRE
ENSMUSG00000041777	Cir1	TRE
ENSMUSG00000041779	Tram2	TRE
ENSMUSG00000041794	Myrip	TRE
ENSMUSG00000041798	Gck	TRE
ENSMUSG00000041809	Efhc1	TRE
ENSMUSG00000041817	Fam169a	TRE
ENSMUSG00000041831	Sytl3	TRE
ENSMUSG00000041845	Rhod	TRE
ENSMUSG00000041849	Card6	TRE
ENSMUSG00000041857	Oosp1	TRE
ENSMUSG00000041911	Dlx1	TRE
ENSMUSG00000041912	Tdrkh	TRE
ENSMUSG00000041923	Nol4	TRE
ENSMUSG00000041975	Mettl8	TRE
ENSMUSG00000041986	Elmod1	TRE
ENSMUSG00000041995	Zbed3	TRE
ENSMUSG00000042010	Acacb	TRE
ENSMUSG00000042045	Sln	TRE
ENSMUSG00000042050	Wdr60	TRE
ENSMUSG00000042064	Myo3b	TRE
ENSMUSG00000042066	Tmcc2	TRE
ENSMUSG00000042078	Svop	TRE
ENSMUSG00000042096	Dao	TRE
ENSMUSG00000042097	Zfp239	TRE
ENSMUSG00000042102	Dmgdh	TRE
ENSMUSG00000042104	Uggt2	TRE
ENSMUSG00000042115	Klhdc8a	TRE
ENSMUSG00000042116	Vwa1	TRE
ENSMUSG00000042118	Bhmt2	TRE
ENSMUSG00000042129	Rassf4	TRE
ENSMUSG00000042156	Dzip1	TRE
ENSMUSG00000042182	Bend6	TRE
ENSMUSG00000042190	Cmklr1	TRE
ENSMUSG00000042195	Slc35f2	TRE
ENSMUSG00000042200	Cdrt4	TRE
ENSMUSG00000042213	Anubl1	TRE
ENSMUSG00000042216	Sgsm1	TRE
ENSMUSG00000042225	Ammecr1	TRE
ENSMUSG00000042240	Crybb2	TRE
ENSMUSG00000042251	Pm20d1	TRE
ENSMUSG00000042256	3110082D06Rik	TRE
ENSMUSG00000042265	Trem1	TRE
ENSMUSG00000042289	Hsd3b7	TRE
ENSMUSG00000042293	Gm5617	TRE
ENSMUSG00000042320	Prox2	TRE
ENSMUSG00000042340	Ctf1	TRE
ENSMUSG00000042345	Ubash3a	TRE
ENSMUSG00000042349	Ikbke	TRE
ENSMUSG00000042351	Grap2	TRE
ENSMUSG00000042357	Gjb5	TRE
ENSMUSG00000042360	4930433N12Rik	TRE
ENSMUSG00000042367	Gjb3	TRE
ENSMUSG00000042371	Slc5a10	TRE
ENSMUSG00000042372	Dmrt3	TRE
ENSMUSG00000042377	Fam83g	TRE
ENSMUSG00000042388	Dlgap3	TRE
ENSMUSG00000042389	Tsen2	TRE
ENSMUSG00000042401	Crtac1	TRE
ENSMUSG00000042417	Ccno	TRE
ENSMUSG00000042453	Reln	TRE
ENSMUSG00000042474	Faim3	TRE
ENSMUSG00000042476	Abcb4	TRE
ENSMUSG00000042477	Tfap2e	TRE
ENSMUSG00000042485	Mustn1	TRE
ENSMUSG00000042501	Cpa6	TRE
ENSMUSG00000042514	Klhl14	TRE
ENSMUSG00000042515	Mum1l1	TRE
ENSMUSG00000042523	Dnalc1	TRE
ENSMUSG00000042529	Kcnj12	TRE
ENSMUSG00000042532	Golga7b	TRE
ENSMUSG00000042564	4933432B09Rik	TRE
ENSMUSG00000042579	4632404H12Rik	TRE
ENSMUSG00000042581	Thsd7b	TRE
ENSMUSG00000042589	Cux2	TRE
ENSMUSG00000042607	Asb4	TRE
ENSMUSG00000042616	Oscp1	TRE
ENSMUSG00000042622	Maff	TRE
ENSMUSG00000042647	Acad12	TRE
ENSMUSG00000042662	Dusp15	TRE
ENSMUSG00000042672	Dcst1	TRE
ENSMUSG00000042678	Myo15	TRE
ENSMUSG00000042686	Jph1	TRE
ENSMUSG00000042700	Sipa1l1	TRE
ENSMUSG00000042708	1700012A16Rik	TRE
ENSMUSG00000042709	Atpaf2	TRE
ENSMUSG00000042724	Map3k9	TRE
ENSMUSG00000042734	Ttc9	TRE
ENSMUSG00000042743	Sgtb	TRE
ENSMUSG00000042750	Bex2	TRE
ENSMUSG00000042751	Nmnat2	TRE
ENSMUSG00000042757	Tmem108	TRE
ENSMUSG00000042759	Apobr	TRE
ENSMUSG00000042761	Mrap2	TRE
ENSMUSG00000042763	Maneal	TRE
ENSMUSG00000042766	Trim46	TRE
ENSMUSG00000042797	Aqp11	TRE
ENSMUSG00000042804	Gpr153	TRE
ENSMUSG00000042807	Hecw2	TRE
ENSMUSG00000042810	Krba1	TRE
ENSMUSG00000042812	Foxf1a	TRE
ENSMUSG00000042817	Flt3	TRE
ENSMUSG00000042821	Snai1	TRE
ENSMUSG00000042826	Fgf11	TRE
ENSMUSG00000042846	Lrrtm3	TRE
ENSMUSG00000042873	Lhfpl4	TRE
ENSMUSG00000042903	Foxo4	TRE
ENSMUSG00000042918	Mamstr	TRE
ENSMUSG00000042942	Greb1l	TRE
ENSMUSG00000042961	Egflam	TRE
ENSMUSG00000042988	Notum	TRE
ENSMUSG00000043013	Onecut1	TRE
ENSMUSG00000043015	Tmem194b	TRE
